tipo_propuesta_formativa_desc,propuesta_formativa_desc,anio_academico,actividad_desc,periodo_lectivo,catedra_desc,comision_desc,condicion_regularidad_desc,resultado_desc,cantidad_alumnos,total,porcentaje
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Libre,9,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Sin Actuación,13,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Regular,Regular,20,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,GARCIA_11-00283,GARCIA,Libre,Libre,19,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,GARCIA_11-00283,GARCIA,Libre,Sin Actuación,8,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,GARCIA_11-00283,GARCIA,Regular,Regular,13,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,MONETA PIZARRO_11-00283,MONETA PIZARRO,Libre,Libre,14,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,MONETA PIZARRO_11-00283,MONETA PIZARRO,Regular,Regular,9,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,SAINO_11-00283,SAINO,Libre,Libre,18,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,SAINO_11-00283,SAINO,Libre,Sin Actuación,7,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,SAINO_11-00283,SAINO,Regular,Regular,20,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,STIMOLO_11-00283,STIMOLO,Libre,Libre,17,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,STIMOLO_11-00283,STIMOLO,Libre,Sin Actuación,5,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - PRIMER SEMESTRE,STIMOLO_11-00283,STIMOLO,Regular,Regular,20,,
Ciclo Básico,Contador Público,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Libre,94,,
Ciclo Básico,Contador Público,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Sin Actuación,141,,
Ciclo Básico,Contador Público,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Regular,Regular,87,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Libre,44,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Sin Actuación,55,,
Ciclo Básico,Licenciatura en Administración,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Regular,Regular,48,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Libre,10,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Libre,Sin Actuación,20,,
Ciclo Básico,Licenciatura en Economía,2021,(11-00283) - ESTADISTICA I,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00283,DISTANCIA,Regular,Regular,20,,
Ciclo Profesional,Contador Público,2019,(11-00284) - DERECHO CIVIL,11 - SEGUNDO SEMESTRE,MARMISSOLLE_11-00284,MARMISSOLLE,Regular,Regular,677,,
Ciclo Profesional,Contador Público,2019,(11-00284) - DERECHO CIVIL,11 - SEGUNDO SEMESTRE,RUBIO_11-00284,RUBIO,Regular,Regular,522,,
Ciclo Profesional,Contador Público,2020,(11-00284) - DERECHO CIVIL,11 - SEGUNDO SEMESTRE,MARMISSOLLE_11-00284,MARMISSOLLE,Regular,Regular,667,,
Ciclo Profesional,Contador Público,2020,(11-00284) - DERECHO CIVIL,11 - SEGUNDO SEMESTRE,RUBIO_11-00284,RUBIO,Regular,Regular,404,,
Ciclo Profesional,Contador Público,2021,(11-00284) - DERECHO CIVIL,11 - SEGUNDO SEMESTRE,MARMISSOLLE_11-00284,MARMISSOLLE,Regular,Regular,797,,
Ciclo Profesional,Contador Público,2021,(11-00284) - DERECHO CIVIL,11 - SEGUNDO SEMESTRE,RUBIO_11-00284,RUBIO,Regular,Regular,401,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Libre,29,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Sin Actuación,7,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Regular,Regular,167,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Libre,50,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Sin Actuación,46,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Regular,Regular,88,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Libre,40,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Sin Actuación,35,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Regular,Regular,177,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,9,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,91,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,17,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Libre,10,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Sin Actuación,84,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Regular,Regular,81,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Libre,70,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Sin Actuación,64,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Regular,Regular,96,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Libre,12,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Sin Actuación,2,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Regular,Regular,69,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Libre,25,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Sin Actuación,22,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Regular,Regular,43,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Libre,13,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Sin Actuación,15,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Regular,Regular,28,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,5,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,35,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,11,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Libre,9,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Sin Actuación,33,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Regular,Regular,26,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Libre,16,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Sin Actuación,23,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Regular,Regular,40,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00285,DISTANCIA_285,Libre,Libre,70,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00285,DISTANCIA_285,Libre,Sin Actuación,125,,
Ciclo Profesional,Contador Público,2019,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00285,DISTANCIA_285,Regular,Regular,43,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00285,DISTANCIA_285,Libre,Libre,27,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00285,DISTANCIA_285,Libre,Sin Actuación,56,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,DISTANCIA_11-00285,DISTANCIA_285,Regular,Regular,22,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Libre,40,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Sin Actuación,33,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Regular,Regular,184,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Libre,11,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Sin Actuación,37,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Regular,Regular,110,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Libre,10,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Sin Actuación,17,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Regular,Regular,191,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,12,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,17,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,30,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Libre,75,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Sin Actuación,32,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Regular,Regular,79,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Libre,80,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Sin Actuación,34,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Regular,Regular,111,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Libre,13,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Sin Actuación,7,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Regular,Regular,57,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Libre,9,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Sin Actuación,11,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Regular,Regular,57,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Libre,2,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Libre,Sin Actuación,2,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,CARRIZO,Regular,Regular,35,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,4,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,4,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,10,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Libre,29,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Libre,Sin Actuación,11,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,OLIVI_11-00285,OLIVI,Regular,Regular,54,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Libre,37,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Sin Actuación,13,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Regular,Regular,58,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,52,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,89,,
Ciclo Profesional,Contador Público,2020,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,54,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,25,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,37,,
Ciclo Profesional,Licenciatura en Administración,2020,(11-00285) - MATEMATICA FINANCIERA,11 - SEGUNDO SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,22,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Libre,41,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Sin Actuación,29,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Regular,Regular,80,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Libre,30,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Sin Actuación,40,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Regular,Regular,75,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,ANDONIAN (ex Carrizo),Libre,Libre,70,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,ANDONIAN (ex Carrizo),Libre,Sin Actuación,53,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,ANDONIAN (ex Carrizo),Regular,Regular,223,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,58,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,99,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,52,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Libre,40,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Sin Actuación,82,,
Ciclo Profesional,Contador Público,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Regular,Regular,38,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Libre,13,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Libre,Sin Actuación,15,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,ANDONIAN_11-00285,ANDONIAN,Regular,Regular,31,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Libre,10,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Libre,Sin Actuación,21,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,BRAVINO_11-00285,BRAVINO,Regular,Regular,37,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,ANDONIAN (ex Carrizo),Libre,Libre,19,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,ANDONIAN (ex Carrizo),Libre,Sin Actuación,27,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,CARRIZO_11-00285,ANDONIAN (ex Carrizo),Regular,Regular,79,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Libre,21,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Libre,Sin Actuación,34,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,MARGARIA_11-00285,MARGARIA,Regular,Regular,24,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Libre,14,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Libre,Sin Actuación,29,,
Ciclo Profesional,Licenciatura en Administración,2021,(11-00285) - MATEMATICA FINANCIERA,11 - PRIMER SEMESTRE,TOLOSA_11-00285,TOLOSA,Regular,Regular,15,,
Ciclo Profesional,Contador Público,2019,(11-00286) - HISTORIA ECONOMICA Y SOCIAL,11 - CURSOS VERANO,GONZALEZ OLGUIN_11-00286,GONZALEZ OLGUIN,Libre,Libre,114,,
Ciclo Profesional,Contador Público,2019,(11-00286) - HISTORIA ECONOMICA Y SOCIAL,11 - CURSOS VERANO,GONZALEZ OLGUIN_11-00286,GONZALEZ OLGUIN,Regular,Regular,146,,
Ciclo Profesional,Contador Público,2019,(11-00286) - HISTORIA ECONOMICA Y SOCIAL,11 - CURSOS VERANO,GONZALEZ OLGUIN_11-00286,GONZALEZ OLGUIN,Sin Actuación,Sin Actuación,156,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00286) - HISTORIA ECONOMICA Y SOCIAL,11 - CURSOS VERANO,GONZALEZ OLGUIN_11-00286,GONZALEZ OLGUIN,Libre,Libre,39,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00286) - HISTORIA ECONOMICA Y SOCIAL,11 - CURSOS VERANO,GONZALEZ OLGUIN_11-00286,GONZALEZ OLGUIN,Regular,Regular,68,,
Ciclo Profesional,Licenciatura en Administración,2019,(11-00286) - HISTORIA ECONOMICA Y SOCIAL,11 - CURSOS VERANO,GONZALEZ OLGUIN_11-00286,GONZALEZ OLGUIN,Sin Actuación,Sin Actuación,58,,
