"Año","Propuesta Formativa","Período","Resultado","Finales"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Abril 2021","Aprobado","9.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","8.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Junio 2021","Aprobado","13.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Julio 2021","Aprobado","8.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","2.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","12.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","16.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","8.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Marzo 2021","Ausente","1.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Ausente","8.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Noviembre 2021","VACIO/NULO","8.0"
"2021","Especialización en Gestión de Tecnologías Innovadoras","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","18.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Abril 2021","Aprobado","6.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","14.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Junio 2021","Aprobado","13.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","1.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","36.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","24.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","11.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","22.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","53.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Abril 2021","Ausente","8.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Marzo 2021","Ausente","4.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Junio 2021","Ausente","9.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Agosto 2021","Ausente","1.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Agosto 2021","Reprobado","3.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Diciembre 2021","Reprobado","2.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","VACIO/NULO","28.0"
"2021","Especialización en Tributación","2021 - 2 - P11 - Turno Noviembre 2021","VACIO/NULO","16.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","25.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Junio 2021","Aprobado","18.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","16.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Julio 2021","Aprobado","1.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","25.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","52.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","13.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Junio 2021","Ausente","1.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Julio 2021","Ausente","2.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Junio 2021","Reprobado","2.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Julio 2021","Reprobado","2.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Octubre 2021","VACIO/NULO","38.0"
"2021","Maestría en Comercio Internacional","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","1.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","1.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Junio 2021","Aprobado","59.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","112.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Julio 2021","Aprobado","103.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","14.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","57.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","41.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","29.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","32.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Ausente","7.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Julio 2021","Ausente","1.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Agosto 2021","Ausente","14.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Octubre 2021","Ausente","1.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Noviembre 2021","Ausente","1.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Diciembre 2021","Ausente","3.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Octubre 2021","VACIO/NULO","61.0"
"2021","Maestría en Dirección de Negocios","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","98.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Abril 2021","Aprobado","17.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","8.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Junio 2021","Aprobado","8.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","3.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Julio 2021","Aprobado","34.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","31.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","5.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","27.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","3.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","19.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Abril 2021","Ausente","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Marzo 2021","Ausente","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Junio 2021","Ausente","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Ausente","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Julio 2021","Ausente","3.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Agosto 2021","Ausente","16.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Octubre 2021","Ausente","14.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Ausente","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Noviembre 2021","Ausente","3.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Diciembre 2021","Ausente","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Reprobado","7.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Diciembre 2021","Reprobado","2.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Julio 2021","VACIO/NULO","16.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Noviembre 2021","VACIO/NULO","14.0"
"2021","Maestría en Economía Pública y Políticas Económicas Sociales y Regionales","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","16.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Abril 2021","Aprobado","5.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Marzo 2021","Aprobado","9.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Junio 2021","Aprobado","29.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Aprobado","16.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Julio 2021","Aprobado","3.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Agosto 2021","Aprobado","5.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Octubre 2021","Aprobado","5.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Mayo 2021-Posgrado Ciencias Económicas","Aprobado","7.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Noviembre 2021","Aprobado","3.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Diciembre 2021","Aprobado","7.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Abril 2021","Ausente","1.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Marzo 2021","Ausente","2.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Junio 2021","Ausente","3.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Septiembre 2021 - Posgrado de Ciencias Económicas","Ausente","2.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Agosto 2021","Ausente","1.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Octubre 2021","Ausente","1.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Diciembre 2021","Ausente","5.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Agosto 2021","Reprobado","1.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Noviembre 2021","VACIO/NULO","2.0"
"2021","Maestría en Estadística Aplicada","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","17.0"
"2021","VOCACIONALES POSGRADO","2021 - 2 - P11 - Turno Abril 2021","Aprobado","1.0"
"2021","VOCACIONALES POSGRADO","2021 - 2 - P11 - Turno Junio 2021","Aprobado","1.0"
"2021","VOCACIONALES POSGRADO","2021 - 2 - P11 - Turno Junio 2021","Ausente","1.0"
"2021","VOCACIONALES POSGRADO","2021 - 2 - P11 - Turno Diciembre 2021","VACIO/NULO","2.0"
"2021","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021 - 2 - 11 - Julio - Agosto","Aprobado","4.0"
"2021","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021 - 2 - 11 - Noviembre Diciembre 2021","Aprobado","1.0"
"2021","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021 - 2 - 11 - Julio - Agosto","Ausente","1.0"
"2021","Tecnicatura en Gestión Universitaria - Modalidad a Distancia -","2021 - 2 - 11 - Noviembre Diciembre 2021","Ausente","2.0"
"2021","11-ALUMNOS INTERNACIONALES","2021 - 2 - 11 - Julio - Agosto","Aprobado","2.0"
